OFFICIAL_GENE_NAME	OFFICIAL_TF_CODING_GENE_NAME	REGULATION	REF	SPECIES	REF ACCESSION #
HOXA5	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
HOXB2	GATA1	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
HOXB3	ETS1	UP	trrd;	mouse, Mus musculus;	S8521;
HOXB4	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12717450
HOXD1	RBPJ	UP	Pubmed	mouse, Mus musculus;	;11511348
HP	CEBPA	UP	Pubmed	human, Homo sapiens;Rattus norvegicus; homo sapiens	16172914; 12074569;
HP	CEBPB	UP	Pubmed	human, Homo sapiens;Rattus norvegicus	16172914;
HP	STAT3	UP	Pubmed	mouse, Mus musculus;	;9169415;
HPD	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
HPGD	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
HPGD	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
HRAS	TP53	DOWN	Pubmed	human, Homo sapiens;	;9662334
HSD11B1	CEBPA	UP	Pubmed	;homo sapiens	19088256;
HSD11B1	CEBPB	UP	Pubmed	;homo sapiens	19088256;
HSD11B1	GLI1	UP	Pubmed	mus musculus;	;19095649
HSD17B1	GATA2	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
HSD17B1	GATA3	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
HSD17B1	SP1	UP	pazar	human, Homo sapiens;	pazar_pleiades_20100814;
HSD17B1	SP3	UP	trrd	hUman, Homo sapiens;	S8335;
HSD17B2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
HSD3B2	NR5A1	UP	trrd;	hUman, Homo sapiens;	S3992;
HSF1	SP1	UP	trrd;	mouse, Mus musculus;	S5464;
HSP90AA1	AR	UP	Pubmed	human, Homo sapiens;	11867260;
HSP90AA1	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
HSP90AA2	MYC	UP	Pubmed	human, Homo sapiens	;14519204
HSP90AB1	MYC	UP	Pubmed	human, Homo sapiens	;11983916
HSP90AB1	TP53	DOWN	Pubmed	human, Homo sapiens;	;15284248
HSP90B1	ATF6	UP	Pubmed	human, Homo sapiens;	9837962;
HSP90B1	HIF1A	UP	Pubmed	human, Homo sapiens	;15620698;
HSPA1A	MYC	UP	trrd	human, Homo sapiens	S3262;
HSPA1A	SP1	UP	trrd;	hUman, Homo sapiens;	S3261;
HSPA1B	SP3	DOWN	trrd	mouse, Mus musculus;	S6969;
HSPA4	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
HSPA4	MYC	UP	Pubmed	human, Homo sapiens	;14519204
HSPA5	ATF6	UP	Pubmed	;mus musculus	16452489;
HSPA5	E2F1	DOWN	Pubmed	;homo sapiens	;18840615
HSPA5	GATA4	UP	Pubmed	mouse, Mus musculus;	;16452489
HSPA5	YY1	UP	Pubmed	;mus musculus	;16452489
HSPA8	MYC	UP	Pubmed	human, Homo sapiens;	;11983916
HSPA9	MYC	UP	Pubmed	human, Homo sapiens	;11983916;
HSPD1	MYC	UP	Pubmed	rat, Rattus norvegicus; homo sapiens	;11983916;11085504;14519204;
HSPE1	MYC	UP	Pubmed	human, Homo sapiens	;14519204;11983916
HSPH1	MYC	UP	Pubmed	human, Homo sapiens	;11983916
HTR1A	CC2D1A	DOWN	pazar	human, Homo sapiens;	pazar_pleiades_20100814;
HTR1A	DEAF1	DOWN	pazar	human, Homo sapiens;	;
HTR1A	NFKB1	UP	trrd	rat, Rattus norvegicus	S9475;
HTR1A	RELA	UP	trrd	rat, Rattus norvegicus	S9475;
HTRA1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
HUS1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;
IAPP	PDX1	UP	trrd	hUman, Homo sapiens;	S7101;
IBSP	JUN	DOWN	trrd;	rat, Rattus norvegicus	S4115;
ICAM1	FEV	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
ICAM1	NFKB1	UP	Pubmed	human, Homo sapiens	;10553096;
ICAM1	RELA	UP	Pubmed	human, Homo sapiens	;10553096;
ID1	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
ID1	FOXO3	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
ID1	SMAD1	UP	Pubmed	rat, Rattus norvegicus	;20522807;
ID1	SMAD5	UP	Pubmed	rat, Rattus norvegicus	;20522807;
ID2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12095419;11572874
ID2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
ID2	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
ID2	HIF1A	UP	Pubmed	human, Homo sapiens	;11955624
ID2	SMAD1	UP	Pubmed	mouse, Mus musculus;	;20674548;
ID2	SMAD5	UP	Pubmed	mouse, Mus musculus;	;20674548;
ID2	SMAD8	UP	Pubmed	mouse, Mus musculus;	;20674548;
ID3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
ID3	SMAD1	UP	Pubmed	human, Homo sapiens; Mus musculus	;21056086;
ID3	SMAD5	UP	Pubmed	human, Homo sapiens; Mus musculus	;21056086;
ID4	GLI1	UP	Pubmed	mus musculus;	;19095649
IDE	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
IDO1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
IER2	ETS1	UP	trrd;	mouse, Mus musculus;	S1538;
IER3	SP1	UP	trrd;	hUman, Homo sapiens;	S10491;
IFI16	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
IFI204	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;10933396
IFI204	RBPJ	UP	Pubmed	mouse, Mus musculus;	;10933396
IFI205	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;10933396
IFI205	RBPJ	UP	Pubmed	mouse, Mus musculus;	;10933396
IFIT3	IRF9	UP	Pubmed	human, Homo sapiens	;19351818;
IFIT3	STAT2	UP	Pubmed	hUman, Homo sapiens;	;19351818;
IFITM1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
IFITM1	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
IFNB1	YY1	DOWN	Pubmed	;homo sapiens	;16260628
IFNB1	YY2	UP	Pubmed	;homo sapiens	;16260628
IFNG	CREB1	DOWN	trrd;	human, Homo sapiens;	S2413;
IFNG	EGR1	UP	TRED	human, Homo sapiens;	;
IFNG	JUN	UP	Pubmed	;homo sapiens	11943142;
IFNGR1	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
IGF1	CEBPA	UP	Pubmed	human, Homo sapiens;homo sapiens	7708053;
IGF1	CEBPB	UP	Pubmed	;homo sapiens	7708053;
IGF1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12154096
IGF1	STAT2	UP	Pubmed	rAt, Rattus norvegicus	;20378540;
IGF1	STAT5A	UP	Pubmed	rAt, Rattus norvegicus	;20378540;
IGF1	STAT5B	UP	Pubmed	rAt, Rattus norvegicus	;20378540;
IGF1R	E2F1	UP	Pubmed	;rattus norvegicus	;19703789
IGF1R	SP1	UP	trrd;	rAt, Rattus norvegicus	S9289;
IGF2	CEBPA	UP	Pubmed	human, Homo sapiens;homo sapiens	7659086;
IGF2	CEBPB	UP	Pubmed	human, Homo sapiens;homo sapiens	7659086;
IGF2	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12154096
IGF2	EGR1	UP	Pubmed	human, Homo sapiens;	;8276819
IGF2	GLI1	UP	Pubmed	mouse, Mus musculus;	;12444557
IGF2	JUN	UP	trrd;	mouse, Mus musculus;	S639;
IGFBP1	FOXO1	UP	Pubmed	human, Homo sapiens	;17609436;
IGFBP3	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
IGFBP3	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
IGFBP6	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;14737101
IGFBP6	GLI1	UP	Pubmed	human, Homo sapiens	;11719506
IGFBP6	TCF7L1	DOWN	Pubmed	hUman, Homo sapiens;	;14737101
IGFBP6	TCF7L2	DOWN	Pubmed	hUman, Homo sapiens;	;14737101
IGH@	ETS1	UP	trrd;	human, Homo sapiens	S3730;
IGH@	NOTCH1	DOWN	Pubmed	human, Homo sapiens;	;11207282
IGH@	RBPJ	DOWN	Pubmed	human, Homo sapiens;	;11207282
IGHM	NOTCH1	DOWN	Pubmed	mouse, Mus musculus;	;10644343
IGHM	RBPJ	DOWN	Pubmed	mouse, Mus musculus;	;10644343
IGK@	SP1	UP	trrd;	mouse, Mus musculus;	S2609;
IHH	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
IHH	SMAD4	UP	Pubmed	human, Homo sapiens; Mus musculus	;14981086;
IKBKG	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15473860
IL10	RBPJ	UP	Pubmed	mouse, Mus musculus;	;15688350
IL13	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
IL18	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;
IL18	JUN	UP	trrd;	mouse, Mus musculus;	S6467;
IL1B	NFKB1	UP	Pubmed	mouse, Mus musculus;	;10080875;
IL1B	RELA	UP	Pubmed	mouse, Mus musculus;	;10080875;
IL1R1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
IL1R2	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
IL2	CREB1	UP	trrd;	human, Homo sapiens;	S3430;
IL2	EGR1	UP	Pubmed	human, Homo sapiens;	;9756940
IL2	JUN	UP	trrd;	human, Homo sapiens;	S2299;
IL2	NFATC2	DOWN	pazar	human, Homo sapiens	0
IL2	NFKB1	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
IL20RA	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
IL21	STAT1	UP	Pubmed	rAt, Rattus norvegicus	;15178704;
IL21	STAT2	UP	Pubmed	rAt, Rattus norvegicus	;15178704;
IL21	STAT3	UP	Pubmed	rAt, Rattus norvegicus	;15178704;
IL21	STAT4	UP	Pubmed	rAt, Rattus norvegicus	;15178704;
IL2RA	JUN	UP	trrd;	mouse, Mus musculus;	S10450;
IL2RA	NFKB1	UP	Pubmed	human, Homo sapiens	;8455627;
IL2RA	STAT1	UP	Pubmed	human, Homo sapiens;	;10068671
IL2RA	STAT3	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;10068671
IL2RA	STAT5A	UP	Pubmed	mouse, Mus musculus;	;8943338
IL2RA	STAT5B	UP	Pubmed	mouse, Mus musculus;	;8943338
IL2RB	ETS1	UP	trrd;	human, Homo sapiens	S751;
IL2RB	GABPA	UP	pazar;	human, Homo sapiens	pazar_pleiades_20100814;
IL3	ETS1	UP	trrd;	human, Homo sapiens	S3538;
IL3	JUN	UP	trrd;	mouse, Mus musculus;	S3535;
IL4	CEBPA	UP	Pubmed	mouse, Mus musculus;Rattus norvegicus; mus musuclus	21454593;
IL4	JUN	UP	trrd;	mouse, Mus musculus;	S4040;
IL4	NFKB1	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
IL4	RELA	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
IL5	GATA3	UP	pazar	human, Homo sapiens	0
IL5	JUN	UP	trrd;	mouse, Mus musculus;	S4047;
IL5	NFATC1	UP	Pubmed	;homo sapiens	;17270283
IL5	YY1	UP	Pubmed	;homo sapiens	;17270283
IL5RA	JUN	UP	trrd;	human, Homo sapiens;	S3586;
IL6	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12154096
IL6	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
IL6	JUN	UP	trrd;	rat, Rattus norvegicus	S5203;
IL6	NFKB1	UP	Pubmed	human, Homo sapiens	;11098847;
IL6ST	STAT1	UP	Pubmed	human, Homo sapiens;	;9169475
IL6ST	STAT3	UP	Pubmed	human, Homo sapiens;	;9169475
IL6ST	STAT5A	UP	Pubmed	hUman, Homo sapiens;	;9169475;
IL6ST	STAT5B	UP	Pubmed	hUman, Homo sapiens;	;9169475;
IL8	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16132617;12200448
IL8	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
IL8	FOXO3	DOWN	Pubmed	mouse, Mus musculus;	;16100571;
IL8	IRF9	DOWN	Pubmed	human, Homo sapiens	;18370868;
IL8	JUN	UP	trrd;	human, Homo sapiens;	S125;
IL8	NFKB2	UP	Pubmed	human, Homo sapiens	pazar_pleiades_20100814;15079071;
IL8	RELA	UP	Pubmed	human, Homo sapiens	pazar_pleiades_20100814;15079071;
IL8	STAT1	DOWN	Pubmed	hUman, Homo sapiens;	;18370868
IL8	STAT2	DOWN	Pubmed	hUman, Homo sapiens;	;18370868;
IL8	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;16132617;12200448
ILF3	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
IMPACT	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
INHA	CTNNB1	UP	Pubmed	human, Homo sapiens; Mus musculus	;12732619;12861022
INHA	GATA1	UP	TRRD	rat, Rattus norvegicus	S4794;
INHA	LEF1	UP	Pubmed	human, Homo sapiens; Mus musculus	;12732619;12861022
INHA	NR5A1	UP	Pubmed	mouse, Mus musculus; Homo sapiens	;12732619;12861022
INHA	TCF7L2	UP	Pubmed	human, Homo sapiens; Mus musculus	;12732619;12861022
INHBB	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
INHBB	GATA1	UP	TRRD	rat, Rattus norvegicus	S7510;
INS	HNF1A	UP	Pubmed	;homo sapiens	;10491332; 1142872
INS	HNF1B	UP	Pubmed	;homo sapiens	;10491332
INS	PDX1	UP	Pubmed	;homo sapiens	;11428722
INS1	SREBF1	UP	Pubmed	;rattus norvegicus	;16055439
INS2	NR2F1	UP	trrd	rAt, Rattus norvegicus	S6593;
INS2	PDX1	UP	trrd	rAt, Rattus norvegicus	S6589;
INSIG1	SREBF1	UP	Pubmed	hUman, Homo sapiens;	;15073165
INSIG1	SREBF2	UP	Pubmed	hUman, Homo sapiens;	;15073165
INSIG2	NR1H2	UP	Pubmed	rat, Rattus norvegicus	;15637161
INSIG2	NR1H3	UP	Pubmed	rat, Rattus norvegicus	;15637161
INTS7	MYB	DOWN	Pubmed	;homo sapiens	;18213392
INTS7	MYC	DOWN	Pubmed	;homo sapiens	;18213392
INTS7	TP53	DOWN	Pubmed	;homo sapiens	;18213392
IRF1	NFKB1	UP	Pubmed	human, Homo sapiens	;12077266;
IRF1	STAT1	UP	Pubmed	hUman, Homo sapiens;	;10068671;8168491;8621447
IRF1	STAT2	UP	Pubmed	hUman, Homo sapiens;	;8621447;
IRF1	STAT3	UP	Pubmed	human, Homo sapiens;	;10068671;8168491
IRF3	E2F1	DOWN	Pubmed	;homo sapiens	;19826915; 21225257
IRF7	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
IRF7	IRF9	UP	Pubmed	mouse, Mus musculus;	;12768031;
IRF7	NFKB1	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
IRF7	STAT1	UP	Pubmed	mouse, Mus musculus;	;12768031;
IRF7	STAT2	UP	Pubmed	mouse, Mus musculus;	;12768031;
IRF8	NFKB1	UP	trrd	mouse, Mus musculus;	S862;
IRF9	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
IRS1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430;12782598
IRS2	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16906224;
IRS2	SREBF1	DOWN	Pubmed	hUman, Homo sapiens;	;16091421
ISYNA1	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15592430
ISYNA1	E2F1	UP	Pubmed	;homo sapiens	;15464731
ISYNA1	IER2	UP	Pubmed	;homo sapiens	;19584537
ITGA1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
ITGA11	SMAD2	UP	Pubmed	;homo sapiens	;19913614
ITGA11	SMAD3	UP	Pubmed	;homo sapiens	;19913614
ITGA11	SP1	UP	Pubmed	;homo sapiens	;19913614
ITGA2	JUN	UP	trrd;	human, Homo sapiens;	S3912;
ITGA2	SP1	UP	pazar	human, Homo sapiens;	pazar_pleiades_20100814;
ITGA2B	ETS1	UP	trrd;	rat, Rattus norvegicus	S6095;
ITGA2B	SP1	DOWN	trrd;	rAt, Rattus norvegicus	S6097;
ITGA5	JUN	UP	trrd;	human, Homo sapiens;	S6129;
ITGA5	SP1	UP	pazar	hUman, Homo sapiens;	pazar_pleiades_20100814;
ITGA6	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
ITGA6	SP1	UP	NfiRegulomeDB	hUman, Homo sapiens;	;
ITGAD	SP1	UP	trrd;	hUman, Homo sapiens;	S6471;
ITGAD	SP3	DOWN	trrd	hUman, Homo sapiens;	S6472;
ITGAM	SP1	UP	NfiRegulomeDB	human, Homo sapiens;	;
ITGAV	ETS1	UP	trrd;	mouse, Mus musculus;	S6107;
ITGAV	SP1	UP	trrd;	human, Homo sapiens; mus musculus	S6109;
ITGAX	CEBPA	UP	Pubmed	human, Homo sapiens;homo sapiens	12935984;
ITGAX	JUN	UP	trrd;	human, Homo sapiens;	S3016;
ITGAX	RUNX1	UP	Pubmed	;homo sapiens	;12935984
ITGB1	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
ITGB1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
ITGB1	LEF1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
ITGB1	SMAD3	UP	Pubmed	;homo sapiens	;20709799
ITGB2	GABPA	UP	pazar;	human, Homo sapiens	pazar_pleiades_20100814;
ITGB2	HIF1A	UP	Pubmed	human, Homo sapiens	;15235127;
ITGB5	SMAD4	UP	pazar; trrd	mouse, Mus musculus;	Pazar_rare; S6164; 
ITIH3	GLI1	UP	Pubmed	mouse, Mus musculus; homo sapiens	;11716497
IVL	JUN	UP	trrd;	human, Homo sapiens;	S9198;
IVL	SP1	UP	trrd;	hUman, Homo sapiens;	S9199;
JAG1	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
JAG1	REL	UP	Pubmed	human, Homo sapiens	;10329626
JAG1	RELA	UP	Pubmed	human, Homo sapiens	;10329626
JAK1	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
JUN	AR	UP	Pubmed	human, Homo sapiens;	14614224;
JUN	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;9990071
JUN	E2F1	UP	Pubmed	human, Homo sapiens	11799067;
JUN	E2F4	UP	Pubmed	human, Homo sapiens	11799067;
JUN	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;
JUN	MEF2A	UP	pazar	human, Homo sapiens;	;
JUN	SMAD3	UP	Pubmed	hUman, Homo sapiens; mus musculus	;10022869;
JUN	SMAD4	UP	Pubmed	hUman, Homo sapiens; mus musculus	;10022869;
JUNB	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
JUNB	HBP1	UP	Pubmed	human, Homo sapiens	;16179914;
JUND	STAT2	UP	Pubmed	hUman, Homo sapiens;	;16689942;
JUP	GLI1	DOWN	Pubmed	human, Homo sapiens	;11719506
KANK1	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
KAT2B	MYC	UP	Pubmed	human, Homo sapiens	;11983916
KDR	E2F1	UP	Pubmed	;homo sapiens	;20516113
KDR	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
KDR	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
KDR	NANOG	UP	Pubmed	;homo sapiens	;21119109
KEL	SP1	DOWN	trrd;	hUman, Homo sapiens;	S7025;
KIAA1217	AR	DOWN	Pubmed	human, Homo sapiens;	17624924;
KIDINS220	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
KIF23	CUX1	DOWN	Pubmed	;homo sapiens	;19015243
KIF23	E2F1	UP	Pubmed	;homo sapiens	;19015243
KIF2C	E2F1	DOWN	Pubmed	;homo sapiens	;18440323
KIF2C	SP1	UP	Pubmed	;homo sapiens	;18440323
KIR3DL1	E2F1	UP	Pubmed	;homo sapiens	;19176033
KIT	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
KITLG	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;19896444;
KITLG	FOXO3	DOWN	Pubmed	mouse, Mus musculus;	;19896444;
KLF1	GATA1	UP	pazar	mouse, Mus musculus;	Pazar_oreganno
KLF2	FOXO1	UP	Pubmed	human, Homo sapiens	;18713968;
KLF4	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;12387883
KLF4	FOXO1	UP	Pubmed	mouse, Mus musculus;	;18375530;
KLF4	FOXO3	UP	Pubmed	mouse, Mus musculus;	;18375530;
KLF5	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;11134343
KLF5	PGR	UP	Pubmed	;mus musculus	;21566082
KLF5	RUNX2	UP	NfiRegulomeDB	rAt, Rattus norvegicus	;
KLF5	SP1	UP	NfiRegulomeDB	rAt, Rattus norvegicus	;
KLF7	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
KLK15	NR2F1	DOWN	trrd	rAt, Rattus norvegicus	S6998;
KLK2	AR	UP	Pubmed	human, Homo sapiens;	1370633;7686046;
KLK2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
KLK3	AR	UP	Pubmed	human, Homo sapiens;	7686046;11867260;17426252;17426252;
KLK3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
KLK3	HIF1A	UP	Pubmed	human, Homo sapiens	;17426252
KLK3	NFKB1	UP	Pubmed	human, Homo sapiens; mus musculus	;11909978;
KLK3	RELA	UP	Pubmed	human, Homo sapiens; mus musculus	;11909978;
KLK3	TP53	DOWN	Pubmed	human, Homo sapiens;	;11504717
KLK4	AR	UP	Pubmed	human, Homo sapiens;	10077646;
KLK8	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
KLK8	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
KREMEN1	GLI1	DOWN	Pubmed	mus musculus;	;19095649
KRT1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12200448
KRT1	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;12200448
KRT14	ETS1	UP	trrd;	human, Homo sapiens	S9116;
KRT14	JUN	UP	trrd;	human, Homo sapiens;	S9115;
KRT14	SMAD7	DOWN	Pubmed	;homo sapiens	;15023526
KRT17	GLI2	UP	Pubmed	mouse, Mus musculus;	;16055733
KRT17	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
KRT17	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
KRT18	AR	UP	Pubmed	human, Homo sapiens;	11867260;
KRT19	FOXO1	DOWN	Pubmed	human, Homo sapiens	;12351634;
KRT19	SP1	UP	trrd;	human, Homo sapiens; mus musculus	S9810;
KRT5	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
KRT8	ETS1	UP	trrd;	mouse, Mus musculus;	S8460;
KRT8	ETS2	UP	trrd;	mouse, Mus musculus;	S8460;
L1CAM	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15716380
L1TD1	NANOG	UP	Pubmed	;homo sapiens	;21559406
LALBA	F11	UP	NFIregulomedb	human, Homo sapiens	;
LALBA	MAF	UP	NfiRegulomeDB	human, Homo sapiens	;
LAMA1	SP1	UP	Pubmed	;mus musculus	;12519763
LAMA1	SP3	UP	Pubmed	mouse, Mus musculus;mus musculus	;12519763
LAMA1	YY1	UP	Pubmed	;mus musculus	;12519763
LAMB3	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
LAMC2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;11719433
LAMP1	MYC	DOWN	Pubmed	human, Homo sapiens;	;11085504
LBX1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15579438
LCRB	JUN	UP	trrd;	human, Homo sapiens;	S3107;
LCRB	SP1	UP	trrd;	hUman, Homo sapiens;	S3111;
LCT	CDX2	UP	trrd;	human, Homo sapiens;	S10098;
LCT	GATA4	UP	pazar	human, Homo sapiens	0
LCT	GATA5	DOWN	TRRD	human, Homo sapiens	S10097;
LCT	GATA6	UP	TRRD	rat, Rattus norvegicus	S10099;
LCT	HNF1A	UP	trrd	rat, Rattus norvegicus	S10100;
LDHA	HIF1A	UP	Pubmed	human, Homo sapiens;	;8089148;
LDHA	MYC	UP	Pubmed	human, Homo sapiens;	;11983916;11085504;14519204
LDHB	MYC	UP	Pubmed	human, Homo sapiens	;11983916
LDLR	CREBBP	UP	Pubmed	;homo sapiens	;9651391
LDLR	PPARGC1A	DOWN	Pubmed	;homo sapiens	;19322023
LDLR	SP1	UP	trrd;	mouse, Mus musculus; Homo sapiens	S2080;
LDLR	SREBF1	UP	Pubmed	;homo sapiens	;9651391
LDLR	SREBF2	UP	Pubmed	;rattus norvegicus	;12177166
LDLR	YY1	DOWN	Pubmed	;homo sapiens	;10318878
LECT2	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;15239100
LEF1	CTNNB1	UP	Pubmed	hUman, Homo sapiens; mus musculus	;11326276;15473860;17335794
LEF1	TCF7	UP	Pubmed	hUman, Homo sapiens; mus musculus	;11326276;15473860;17335794
LEF1	TCF7L2	UP	Pubmed	hUman, Homo sapiens; mus musculus	;11326276;15473860;17335794
LEFTY2	FOXO1	UP	Pubmed	human, Homo sapiens	;17609436;
LENEP	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
LEP	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12861022
LGALS3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
LGALS3	RUNX1	UP	Pubmed	;homo sapiens	;19020999
LGALS3	RUNX2	UP	Pubmed	;homo sapiens	;19020999
LGALS8	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
LGI2	GLI1	UP	Pubmed	mus musculus;	;19095649
LHB	AR	DOWN	Pubmed	human, Homo sapiens;	11518799;
LHB	EGR1	UP	Pubmed	mouse, Mus musculus;homo sapiens	;10319325
LHB	NR5A1	DOWN	Pubmed	human, Homo sapiens;	;11518799
LHCGR	NR2F1	DOWN	trrd	human, Homo sapiens;	S7949;
LHCGR	NR2F6	DOWN	trrd	hUman, Homo sapiens;	S7950;
LHCGR	SP1	UP	trrd;	human, Homo sapiens;	S8347;
LHCGR	SP3	UP	trrd	human, Homo sapiens;	S8346;
LHFP	GLI1	UP	Pubmed	mus musculus;	;19095649
LHX3	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
LIMA1	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
LIMA1	LEF1	DOWN	Pubmed	hUman, Homo sapiens;	;15979100
LITAF	TP53	UP	Pubmed	human, Homo sapiens;	;10321740
LMAN2L	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
LMO2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430;12782598
LONP1	STAT1	UP	Pubmed	human, Homo sapiens;	;10068671
LONP1	STAT3	UP	Pubmed	human, Homo sapiens;	;15528381
LONP1	STAT5A	UP	Pubmed	hUman, Homo sapiens;	;15528381;
LONP1	STAT5B	UP	Pubmed	hUman, Homo sapiens;	;15528381;
LOX	CEBPG	UP	NFIRegulomeDB;	rat, Rattus norvegicus	;
LPA	HNF1A	UP	Pubmed	;homo sapiens	;8051057
LPIN1	CEBPA	UP	Pubmed	;mus musculus	18930917;
